time_s,joint_0_position,tau_box,tau_ass_total,tau_w,tau_meas_0
10.760386,,0.0,,,
10.760389,,,,2.3953627027018394,
10.760402,,,0.0,,
10.765254,0.01633979157866754,,,,
10.765545,,,,,0.3342571258544922
10.765573,,,,2.3631815594973853,
10.765593,,,0.0,,
10.765597,,0.0,,,
10.770172,0.016509767835241846,,,,
10.770476,,,,,0.22848118841648102
10.770490,,,,2.3351267687945634,
10.770503,,0.0,,,
10.770516,,,0.0,,
10.775190,0.01708161510030911,,,,
10.775248,,,,,0.2911747694015503
10.775280,,,,2.3157300515484778,
10.775301,,,0.0,,
10.775304,,0.0,,,
10.779812,0.017588747550887452,,,,
10.779863,,,,,0.22130069136619568
10.779886,,0.0,,,
10.779889,,,,2.3015721230369577,
10.779901,,,0.0,,
10.785246,0.01792830058987255,,,,
10.785454,,,,,0.1541234254837036
10.785472,,,0.0,,
10.785475,,0.0,,,
10.785477,,,,2.293169977069823,
10.790249,0.018741030775537484,,,,
10.791019,,,,,0.04832380637526512
10.791128,,,0.0,,
10.791147,,0.0,,,
10.791167,,,,2.2924082359726605,
10.795519,0.01922918820334901,,,,
10.796166,,,,,-0.20646658539772034
10.796268,,,0.0,,
10.796288,,0.0,,,
10.796306,,,,2.297210765803648,
10.800015,0.01998199726448716,,,,
10.800505,,,0.0,,
10.800510,,0.0,,,
10.800515,,,,,-0.29411885142326355
10.800520,,,,2.3091482354253,
10.805241,0.02065091675128781,,,,
10.805627,,,0.0,,
10.805632,,0.0,,,
10.805636,,,,,-0.5292119979858398
10.805641,,,,2.3273960927556216,
10.810172,0.02118940792370183,,,,
10.810662,,,0.0,,
10.810667,,0.0,,,
10.810672,,,,,-0.688949465751648
10.810677,,,,2.351309371031906,
10.815017,0.021970579650449327,,,,
10.815415,,,,,-0.8186021447181702
10.815420,,,,2.3820296928035867,
10.815443,,,0.0,,
10.815448,,0.0,,,
10.820238,0.02255980404162936,,,,
10.820621,,,0.0,,
10.820626,,0.0,,,
10.820630,,,,,-1.0026509761810303
10.820635,,,,2.418212648468461,
10.826247,0.023219136148505723,,,,
10.826759,,0.0,,,
10.826764,,,,,-1.160070776939392
10.826770,,,,2.4593345807874587,
10.826828,,,0.0,,
10.832221,0.02376182179963662,,,,
10.832921,,0.0,,,
10.832936,,,,,-1.3627381324768066
10.832951,,,,2.504762703322941,
10.833025,,,0.0,,
10.836083,0.024301311657459423,,,,
10.836373,,,,,-1.4893337488174438
10.836426,,,,2.552865251371884,
10.836451,,,0.0,,
10.836455,,0.0,,,
10.845093,0.024801253573094546,,,,
10.845632,,,,,-1.731096625328064
10.845683,,,,2.6036875538280073,
10.845697,,0.0,,,
10.845712,,,0.0,,
10.850056,0.02513641239628102,,,,
10.850578,,,,,-1.911717414855957
10.850611,,,,2.6541429832367216,
10.850624,,0.0,,,
10.850638,,,0.0,,
10.854875,0.0253509300220869,,,,
10.855319,,,,,-2.1534316539764404
10.855364,,,,2.7036941800372087,
10.855380,,0.0,,,
10.855401,,,0.0,,
10.859558,0.025659923287563346,,,,
10.859927,,,,,-2.3298213481903076
10.859978,,,,2.753323448116588,
10.859995,,0.0,,,
10.860012,,,0.0,,
10.864832,0.025797542136893187,,,,
10.865155,,,,,-2.55191707611084
10.865175,,0.0,,,
10.865180,,,,2.8008972523987916,
10.865200,,,0.0,,
10.869678,0.025938356779531126,,,,
10.870021,,,,,-2.7121403217315674
10.870054,,0.0,,,
10.870058,,,,2.846173300066419,
10.870077,,,0.0,,
10.874860,0.025991686580359965,,,,
10.875166,,,,,-2.8784990310668945
10.875198,,0.0,,,
10.875202,,,,2.8882321393679193,
10.875222,,,0.0,,
10.879446,0.02603682716083681,,,,
10.879772,,,,,-2.9684948921203613
10.879799,,,,2.9268379372224125,
10.879819,,,0.0,,
10.879823,,0.0,,,
10.884950,0.025972911294674907,,,,
10.885223,,,,,-3.0395214557647705
10.885252,,,0.0,,
10.885256,,0.0,,,
10.885260,,,,2.961208258252064,
10.890030,0.025957931013543212,,,,
10.890551,,,0.0,,
10.890561,,0.0,,,
10.890567,,,,,-3.0491976737976074
10.890573,,,,2.9921728969421957,
10.895254,0.02586645143009899,,,,
10.895618,,0.0,,,
10.895623,,,,,-3.0187339782714844
10.895628,,,,3.0189774911423157,
10.895648,,,0.0,,
10.899891,0.025820711638376882,,,,
10.900210,,,,,-2.9164535999298096
10.900240,,0.0,,,
10.900244,,,,3.042525016293925,
10.900262,,,0.0,,
10.905094,0.02561837797455811,,,,
10.905693,,,,,-2.7917428016662598
10.905837,,,0.0,,
10.905848,,0.0,,,
10.905852,,,,3.061468499663689,
10.910040,0.025428627746889965,,,,
10.910429,,,,,-2.638141393661499
10.910433,,,,3.0768196437446673,
10.910460,,,0.0,,
10.910464,,0.0,,,
10.914996,0.025067702840156976,,,,
10.915326,,,,,-2.4727365970611572
10.915355,,,0.0,,
10.915359,,0.0,,,
10.915363,,,,3.086896659884947,
10.919970,0.024776885649120322,,,,
10.920350,,,,,-2.211961269378662
10.920509,,0.0,,,
10.920511,,,,3.092629393027405,
10.920569,,,0.0,,
10.924868,0.024383803072224628,,,,
10.925139,,,,,-2.0157268047332764
10.925169,,,0.0,,
10.925172,,0.0,,,
10.925176,,,,3.09338761076233,
10.929549,0.023876670621646286,,,,
10.929802,,,,,-1.7461434602737427
10.929804,,,,3.0884325336808485,
10.929821,,,0.0,,
10.929822,,0.0,,,
10.935039,0.023337180763823483,,,,
10.935126,,,,,-1.5476866960525513
10.935181,,,,3.0774978634665007,
10.935203,,,0.0,,
10.935224,,0.0,,,
10.939509,0.02264668967219319,,,,
10.939722,,,,,-1.382729172706604
10.939756,,0.0,,,
10.939759,,,,3.0595996408748043,
10.939770,,,0.0,,
10.944873,0.022098611119854884,,,,
10.945111,,,,,-1.1805365085601807
10.945135,,,0.0,,
10.945137,,0.0,,,
10.945139,,,,3.036297000164688,
10.950079,0.021471037208977712,,,,
10.950475,,,,,-1.0317625999450684
10.950492,,,,3.0076976205750787,
10.950519,,0.0,,,
10.950534,,,0.0,,
10.955790,0.020699452862154504,,,,
10.956291,,,,,-0.9616981744766235
10.956325,,,0.0,,
10.956330,,0.0,,,
10.956334,,,,2.9725120160279124,
10.960107,0.020072677899604357,,,,
10.960324,,,,,-0.8564687967300415
10.960367,,,0.0,,
10.960369,,0.0,,,
10.960374,,,,2.9334410395914023,
10.964927,0.019527795140574143,,,,
10.965281,,,,,-0.6408645510673523
10.965294,,,,2.8912326581905856,
10.965312,,0.0,,,
10.965325,,,0.0,,
10.969869,0.01886726461120724,,,,
10.970217,,,,,-0.5358061790466309
10.970247,,0.0,,,
10.970250,,,,2.8454045003715467,
10.970260,,,0.0,,
10.974915,0.018275843112127894,,,,
10.975109,,,,,-0.5185962319374084
10.975122,,,0.0,,
10.975124,,0.0,,,
10.975126,,,,2.7975723925584672,
10.979526,0.017809457026227767,,,,
10.979750,,,,,-0.5075704455375671
10.979781,,0.0,,,
10.979784,,,,2.748569943692983,
10.979797,,,0.0,,
10.984972,0.017398398111974037,,,,
10.985201,,,,,-0.45435360074043274
10.985235,,,0.0,,
10.985238,,0.0,,,
10.985242,,,,2.6991562560634765,
10.989834,0.01718847443904854,,,,
10.990071,,,,,-0.2874622344970703
10.990088,,,0.0,,
10.990090,,0.0,,,
10.990092,,,,2.651421186217864,
10.994654,0.01698574130106626,,,,
10.994970,,,0.0,,
10.994973,,0.0,,,
10.994976,,,,,-0.1891269087791443
10.994979,,,,2.6057153827412662,
10.999497,0.0169048477829551,,,,
10.999808,,,0.0,,
10.999811,,0.0,,,
10.999814,,,,,-0.15448801219463348
10.999818,,,,2.563440661311383,
11.005024,0.016920826749495577,,,,
11.005414,,,0.0,,
11.005419,,0.0,,,
11.005424,,,,,-0.06598477065563202
11.005430,,,,2.525080292727838,
11.010030,0.01694179914307995,,,,
11.010371,,,0.0,,
11.010376,,0.0,,,
11.010381,,,,,0.02549968846142292
11.010386,,,,2.4905065596387423,
11.015141,0.01704166768395792,,,,
11.015581,,,,,-0.007031263783574104
11.015607,,,0.0,,
11.015611,,0.0,,,
11.015614,,,,2.460177278933399,
11.020469,0.017180884429941815,,,,
11.020999,,,,,0.052266865968704224
11.021059,,,0.0,,
11.021063,,0.0,,,
11.021067,,,,2.434279925467917,
11.025193,0.01747849268175817,,,,
11.025654,,,,,-0.027519026771187782
11.025673,,,0.0,,
11.025675,,0.0,,,
11.025678,,,,2.413374324470467,
11.030377,0.0177870864730711,,,,
11.030595,,,,,-0.02231229655444622
11.030845,,,0.0,,
11.030850,,0.0,,,
11.030852,,,,2.3972300610571398,
11.034988,0.018174975885841143,,,,
11.035259,,,,,-0.13974818587303162
11.035276,,0.0,,,
11.035278,,,,2.3861330444640974,
11.035288,,,0.0,,
11.039526,0.018728247602305105,,,,
11.039807,,,,,-0.26768922805786133
11.039810,,,,2.381077370440616,
11.039823,,,0.0,,
11.039825,,0.0,,,
11.045063,0.0193851828642004,,,,
11.045444,,,,,-0.31891337037086487
11.045471,,,0.0,,
11.045474,,0.0,,,
11.045478,,,,2.382383680950913,
11.049887,0.020010559667178258,,,,
11.050126,,0.0,,,
11.050128,,,,,-0.4076096713542938
11.050130,,,,2.3900339652126488,
11.050143,,,0.0,,
11.054886,0.020604378011238673,,,,
11.055111,,,,,-0.6057543158531189
11.055114,,,,2.403695330681729,
11.055127,,,0.0,,
11.055130,,0.0,,,
11.059867,0.021302459111975695,,,,
11.060065,,0.0,,,
11.060066,,,,,-0.7160945534706116
11.060069,,,,2.4243436424301175,
11.060096,,,0.0,,
11.064478,0.021982763612436437,,,,
11.064716,,,,,-0.8645992875099182
11.064742,,,,2.4514794733064216,
11.064764,,,0.0,,
11.064766,,0.0,,,
11.070028,0.02277032692580012,,,,
11.070300,,,,,-0.9987282752990723
11.070315,,0.0,,,
11.070318,,,,2.485250053305483,
11.070333,,,0.0,,
11.075147,0.023397701099595537,,,,
11.075551,,,0.0,,
11.075555,,0.0,,,
11.075559,,,,,-1.2135180234909058
11.075563,,,,2.5245275299580396,
11.080058,0.024016087104711936,,,,
11.080482,,,0.0,,
11.080484,,0.0,,,
11.080487,,,,,-1.4098471403121948
11.080491,,,,2.5687371242263475,
11.085348,0.024752118250982582,,,,
11.085711,,,,,-1.5903409719467163
11.085714,,,,2.617645377307381,
11.085733,,,0.0,,
11.085736,,0.0,,,
11.090031,0.025210514853612476,,,,
11.090302,,,,,-1.8737852573394775
11.090529,,,0.0,,
11.090535,,0.0,,,
11.090539,,,,2.6688621857306694,
11.094534,0.025671308301223435,,,,
11.094751,,,,,-2.1389381885528564
11.094807,,,0.0,,
11.094810,,0.0,,,
11.094812,,,,2.7224505300045667,
11.100196,0.026078372473842044,,,,
11.100617,,,0.0,,
11.100619,,0.0,,,
11.100620,,,,,-2.4051358699798584
11.100622,,,,2.777250959133131,
11.104983,0.026435901850185184,,,,
11.105072,,,,,-2.655700445175171
11.105095,,,0.0,,
11.105098,,0.0,,,
11.105100,,,,2.8319412028225193,
11.109927,0.02685894498934427,,,,
11.110264,,,,,-2.806805372238159
11.110296,,,0.0,,
11.110301,,0.0,,,
11.110305,,,,2.887281557168445,
11.115062,0.027137378481312053,,,,
11.115468,,,,,-3.001756429672241
11.115470,,,,2.9417890057212204,
11.115484,,,0.0,,
11.115485,,0.0,,,
11.119864,0.02745336254464996,,,,
11.120054,,,,,-3.0821642875671387
11.120066,,,,2.994702864084499,
11.120076,,,0.0,,
11.120078,,0.0,,,
11.124887,0.02764570935438093,,,,
11.125087,,,,,-3.265087604522705
11.125088,,,,3.045052192994629,
11.125114,,,0.0,,
11.125118,,0.0,,,
11.129881,0.027770944504641907,,,,
11.130048,,,,,-3.320742130279541
11.130107,,,0.0,,
11.130110,,0.0,,,
11.130112,,,,3.0917462148812973,
11.134495,0.027802303226477587,,,,
11.134686,,,,,-3.396589756011963
11.134699,,0.0,,,
11.134701,,,,3.1343784930449803,
11.134730,,,0.0,,
11.139976,0.027802303226477587,,,,
11.140428,,,0.0,,
11.140471,,0.0,,,
11.140475,,,,,-3.4564316272735596
11.140479,,,,3.172754806894207,
11.145028,0.027746776317749435,,,,
11.145520,,,0.0,,
11.145523,,0.0,,,
11.145526,,,,,-3.4383373260498047
11.145529,,,,3.206871920430499,
11.149876,0.02768605624489563,,,,
11.150175,,,,,-3.397134304046631
11.150180,,,,3.2365553681041908,
11.150202,,,0.0,,
11.150206,,0.0,,,
11.154908,0.027546440024748226,,,,
11.155168,,,,,-3.2622432708740234
11.155312,,,,3.261992500994771,
11.155324,,,0.0,,
11.155326,,0.0,,,
11.159890,0.027390445363896836,,,,
11.160167,,,,,-3.1099226474761963
11.160221,,,,3.282902865826438,
11.160515,,,0.0,,
11.160520,,0.0,,,
11.164509,0.027079254990521075,,,,
11.164743,,,,,-2.957834482192993
11.164772,,0.0,,,
11.164775,,,,3.299189208043135,
11.164789,,,0.0,,
11.169879,0.0265709241174522,,,,
11.170131,,,,,-2.850966691970825
11.170158,,,,3.308874406208643,
11.170169,,,0.0,,
11.170171,,0.0,,,
11.174867,0.026076375103024484,,,,
11.175096,,,,,-2.6979148387908936
11.175117,,0.0,,,
11.175118,,,,3.3128494461079487,
11.175128,,,0.0,,
11.180062,0.025519108644925407,,,,
11.180375,,,,,-2.540982246398926
11.180423,,0.0,,,
11.180426,,,,3.310580364432066,
11.180438,,,0.0,,
11.185258,0.025012974879755845,,,,
11.185695,,,,,-2.2946882247924805
11.185707,,,,3.302023019168957,
11.185734,,,0.0,,
11.185736,,0.0,,,
11.189855,0.024582741205653548,,,,
11.190215,,,0.0,,
11.190217,,0.0,,,
11.190219,,,,,-2.033540725708008
11.190221,,,,3.28833726001775,
11.194934,0.023970946524235093,,,,
11.195147,,0.0,,,
11.195151,,,,,-1.7856453657150269
11.195155,,,,3.267460071842976,
11.195187,,,0.0,,
11.199864,0.02339410583212393,,,,
11.200188,,0.0,,,
11.200189,,,,,-1.5533132553100586
11.200192,,,,3.2413176895820217,
11.200203,,,0.0,,
11.204862,0.02269202998975179,,,,
11.205125,,,,,-1.3737469911575317
11.205340,,,0.0,,
11.205343,,0.0,,,
11.205345,,,,3.208926609762915,
11.210018,0.022086227420786017,,,,
11.210331,,,,,-1.1136081218719482
11.210333,,,,3.1717870136938853,
11.210345,,,0.0,,
11.210346,,0.0,,,
11.214688,0.02145485850535548,,,,
11.214690,,,,,-0.8851261734962463
11.214732,,0.0,,,
11.214735,,,,3.1301049441941577,
11.214750,,,0.0,,
11.220444,0.020713234720795663,,,,
11.220869,,,0.0,,
11.220871,,0.0,,,
11.220874,,,,,-0.757407546043396
11.220876,,,,3.0839295880934237,
11.225410,0.020127805334168993,,,,
11.225889,,,,,-0.6714362502098083
11.225910,,,,3.0349602518992422,
11.225928,,,0.0,,
11.225931,,0.0,,,
11.229699,0.019663616356168187,,,,
11.230199,,,0.0,,
11.230201,,0.0,,,
11.230203,,,,,-0.5529645085334778
11.230205,,,,2.9846355309899293,
11.234555,0.01915228942687297,,,,
11.234909,,,0.0,,
11.234911,,0.0,,,
11.234913,,,,,-0.43722403049468994
11.234915,,,,2.9331716249127586,
11.239495,0.01871666285156326,,,,
11.239820,,,,,-0.35933005809783936
11.239835,,,,2.8818871252548903,
11.240055,,,0.0,,
11.240066,,0.0,,,
11.244509,0.01838929377456527,,,,
11.244771,,,,,-0.3020690381526947
11.244794,,,0.0,,
11.244798,,0.0,,,
11.244801,,,,2.8315991840620343,
11.249531,0.01813462899532644,,,,
11.249826,,0.0,,,
11.249827,,,,,-0.22023829817771912
11.249829,,,,2.7831959127494654,
11.249842,,,0.0,,
11.254881,0.017992216456034455,,,,
11.255112,,,,,-0.24509593844413757
11.255144,,0.0,,,
11.255147,,,,2.7375535959196604,
11.255160,,,0.0,,
11.259871,0.01792750164154553,,,,
11.260201,,,0.0,,
11.260204,,0.0,,,
11.260206,,,,,-0.1906837671995163
11.260209,,,,2.6956287034666375,
11.264502,0.017908726355860473,,,,
11.264856,,,,,-0.1707620918750763
11.264859,,,,2.657395206782403,
11.264881,,,0.0,,
11.264885,,0.0,,,
11.269476,0.018014986483354634,,,,
11.270020,,,,,-0.17077381908893585
11.270042,,,0.0,,
11.270045,,0.0,,,
11.270047,,,,2.6238490252804922,
11.274526,0.01810327027349076,,,,
11.274881,,,0.0,,
11.274885,,0.0,,,
11.274889,,,,,-0.29249054193496704
11.274894,,,,2.594780104107758,
11.280002,0.018481772043418273,,,,
11.280380,,,,,-0.2916310131549835
11.280414,,,0.0,,
11.280418,,0.0,,,
11.280422,,,,2.5714779559418135,
11.286011,0.018862071447081585,,,,
11.286358,,,,,-0.31410548090934753
11.286389,,,0.0,,
11.286393,,0.0,,,
11.286397,,,,2.5540421623221166,
11.289516,0.01927792405129746,,,,
11.289925,,0.0,,,
11.289929,,,,,-0.3479377329349518
11.289933,,,,2.5416073177691723,
11.289960,,,0.0,,
11.295080,0.01988832057314362,,,,
11.295610,,,0.0,,
11.295614,,0.0,,,
11.295617,,,,,-0.33672600984573364
11.295621,,,,2.535907620120609,
11.299885,0.020496120512926954,,,,
11.300093,,,,,-0.5496437549591064
11.300134,,,0.0,,
11.300138,,0.0,,,
11.300140,,,,2.5368915325365715,
11.304540,0.02099845927354315,,,,
11.304813,,,,,-0.6885613203048706
11.304839,,,0.0,,
11.304842,,0.0,,,
11.304844,,,,2.543233406312677,
11.310082,0.021801602079283795,,,,
11.310405,,,0.0,,
11.310411,,0.0,,,
11.310416,,,,,-0.7788713574409485
11.310422,,,,2.557971490035156,
11.314615,0.022491294222587065,,,,
11.314946,,,,,-0.9408973455429077
11.314950,,,,2.5789187423289444,
11.314974,,0.0,,,
11.315149,,,0.0,,
11.320003,0.023214542195625337,,,,
11.320400,,,,,-1.099798560142517
11.320418,,,0.0,,
11.320421,,0.0,,,
11.320423,,,,2.606708184098764,
11.325235,0.023953569398122324,,,,
11.325713,,,,,-1.355649471282959
11.325716,,,,2.64155120972248,
11.325744,,,0.0,,
11.325746,,0.0,,,
11.330572,0.02463567153231887,,,,
11.330923,,,,,-1.528002142906189
11.331050,,,0.0,,
11.331069,,0.0,,,
11.331073,,,,2.6819803501208983,
11.334577,0.02527323229728384,,,,
11.334992,,,,,-1.8279333114624023
11.334995,,,,2.7269019657077838,
11.335014,,,0.0,,
11.335016,,0.0,,,
11.339930,0.025767581574629796,,,,
11.340240,,,0.0,,
11.340242,,0.0,,,
11.340244,,,,,-2.089691400527954
11.340246,,,,2.7757998157386754,
11.345069,0.02638876389889078,,,,
11.345310,,,,,-2.3696999549865723
11.345329,,,0.0,,
11.345331,,0.0,,,
11.345332,,,,2.8285385349737155,
11.349510,0.026875123692966504,,,,
11.349788,,,,,-2.631190061569214
11.349809,,0.0,,,
11.349810,,,,2.883418127174098,
11.349821,,,0.0,,
11.354669,0.027563617413779235,,,,
11.354857,,,,,-2.7782089710235596
11.354882,,0.0,,,
11.354884,,,,2.941801256598508,
11.354898,,,0.0,,
11.359511,0.028005835312786893,,,,
11.359702,,,,,-3.0082454681396484
11.359730,,,,3.0005545624021384,
11.359753,,,0.0,,
11.359755,,0.0,,,
11.364833,0.02841729370120414,,,,
11.365120,,,,,-3.21294903755188
11.365162,,,,3.0590278654129945,
11.365193,,,0.0,,
11.365204,,0.0,,,
11.369841,0.02881337233432617,,,,
11.370097,,,,,-3.3749287128448486
11.370135,,,0.0,,
11.370136,,0.0,,,
11.370138,,,,3.1171582726608245,
11.374935,0.02912316454812964,,,,
11.375236,,,0.0,,
11.375239,,0.0,,,
11.375243,,,,,-3.5136594772338867
11.375247,,,,3.1736529708114096,
11.379526,0.02940659146714132,,,,
11.380031,,,0.0,,
11.380035,,0.0,,,
11.380039,,,,,-3.560835361480713
11.380044,,,,3.2283614108383394,
11.385945,0.029629298313299197,,,,
11.386389,,,,,-3.6768887042999268
11.386393,,,,3.280366032871013,
11.386417,,,0.0,,
11.386420,,0.0,,,
11.390290,0.029712788413473183,,,,
11.390807,,,0.0,,
11.390832,,0.0,,,
11.390856,,,,,-3.7803750038146973
11.390862,,,,3.328235602046225,
11.394915,0.029810260109370084,,,,
11.395249,,,,,-3.7962417602539062
11.395305,,,,3.372339531780335,
11.395326,,,0.0,,
11.395330,,0.0,,,
11.400048,0.029817051170149784,,,,
11.400394,,,,,-3.7684707641601562
11.400522,,0.0,,,
11.400526,,,,3.412330402648979,
11.400558,,,0.0,,
11.404981,0.029734759492466335,,,,
11.405237,,,,,-3.772716760635376
11.405257,,,0.0,,
11.405260,,0.0,,,
11.405265,,,,3.446847352855922,
11.410014,0.02967004467797741,,,,
11.410272,,,,,-3.5969460010528564
11.410302,,,0.0,,
11.410305,,0.0,,,
11.410308,,,,3.4775566840806467,
11.414998,0.029463916009605278,,,,
11.415455,,,,,-3.405707359313965
11.415459,,,,3.502472903958915,
11.415480,,,0.0,,
11.415483,,0.0,,,
11.419909,0.02921124860118401,,,,
11.420199,,,,,-3.262848377227783
11.420236,,,0.0,,
11.420239,,0.0,,,
11.420242,,,,3.5229851807399593,
11.425083,0.0287756220258743,,,,
11.425572,,,,,-3.129723072052002
11.425587,,0.0,,,
11.425591,,,,3.5366782683715057,
11.425606,,,0.0,,
11.430115,0.028240326646768375,,,,
11.430736,,,0.0,,
11.430753,,0.0,,,
11.430760,,,,,-2.9731345176696777
11.430763,,,,3.544072685757464,
11.434895,0.027719212600467117,,,,
11.435188,,0.0,,,
11.435193,,,,,-2.8133909702301025
11.435199,,,,3.5450617028468163,
11.435222,,,0.0,,
11.439998,0.027077657093867027,,,,
11.440191,,,0.0,,
11.440196,,0.0,,,
11.440200,,,,,-2.6387064456939697
11.440205,,,,3.5385540380561853,
11.444587,0.026407339447494082,,,,
11.444984,,,0.0,,
11.444986,,0.0,,,
11.444988,,,,,-2.475539207458496
11.444990,,,,3.524972640772299,
11.449503,0.025657925916745785,,,,
11.449716,,,,,-2.3178350925445557
11.449815,,,0.0,,
11.449819,,0.0,,,
11.449823,,,,3.5041179098640374,
11.454489,0.02501477251349165,,,,
11.454697,,,,,-2.0697860717773438
11.454714,,,,3.4769378183343416,
11.454861,,,0.0,,
11.454865,,0.0,,,
11.460090,0.02448147450520328,,,,
11.460414,,,0.0,,
11.460419,,0.0,,,
11.460443,,,,,-1.7711457014083862
11.460446,,,,3.4443612082881248,
11.465048,0.023843913740238313,,,,
11.465383,,,,,-1.5442086458206177
11.465411,,,,3.4062515078805067,
11.465425,,,0.0,,
11.465428,,0.0,,,
11.470509,0.023215740618115873,,,,
11.470903,,,,,-1.3468044996261597
11.470926,,,0.0,,
11.470930,,0.0,,,
11.470934,,,,3.3637875270240434,
11.474956,0.022597154875917718,,,,
11.475258,,,,,-1.1514909267425537
11.475446,,0.0,,,
11.475451,,,,3.3174915912967955,
11.475528,,,0.0,,
11.479892,0.022018916024234263,,,,
11.480280,,,0.0,,
11.480282,,0.0,,,
11.480284,,,,,-0.9410844445228577
11.480286,,,,3.2683030421858255,
11.484600,0.021487615386763456,,,,
11.485060,,,,,-0.7995014190673828
11.485078,,,0.0,,
11.485079,,0.0,,,
11.485081,,,,3.216859173839286,
11.489668,0.020893397568539526,,,,
11.489935,,,0.0,,
11.489938,,0.0,,,
11.489942,,,,,-0.6684908270835876
11.489945,,,,3.163731044555364,
11.495047,0.02039205749333211,,,,
11.495273,,,,,-0.5240617394447327
11.495275,,,,3.1094755135404273,
11.495290,,,0.0,,
11.495292,,0.0,,,
11.499503,0.020043116811504478,,,,
11.499702,,,,,-0.35881009697914124
11.499726,,0.0,,,
11.499735,,,,3.0558110922987916,
11.499884,,,0.0,,
11.504733,0.019704562457928156,,,,
11.505099,,,0.0,,
11.505103,,0.0,,,
11.505107,,,,,-0.32864266633987427
11.505111,,,,3.003409038689561,
11.509920,0.01947826034429867,,,,
11.510270,,,,,-0.22657297551631927
11.510274,,,,2.95325448336814,
11.510297,,,0.0,,
11.510301,,0.0,,,
11.515064,0.019398165774514538,,,,
11.515277,,,,,-0.16823424398899078
11.515302,,,0.0,,
11.515305,,0.0,,,
11.515309,,,,2.906683176597724,
11.520018,0.019312278829359483,,,,
11.520442,,,,,-0.106491319835186
11.520481,,,,2.8640483373012615,
11.520503,,0.0,,,
11.520524,,,0.0,,
11.525271,0.01940056261949561,,,,
11.525694,,,,,-0.07378773391246796
11.525716,,,,2.826206542866516,
11.525909,,,0.0,,
11.525920,,0.0,,,
11.530393,0.019418339219771884,,,,
11.530834,,,,,-0.08965764194726944
11.530838,,,,2.7924577861017648,
11.530868,,,0.0,,
11.530872,,0.0,,,
11.535038,0.019569939664824645,,,,
11.535245,,,0.0,,
11.535247,,0.0,,,
11.535249,,,,,-0.17338745296001434
11.535251,,,,2.7633049031776697,
11.539984,0.01986015764461603,,,,
11.540464,,,0.0,,
11.540471,,0.0,,,
11.540478,,,,,-0.14952726662158966
11.540483,,,,2.7396180229410674,
11.544984,0.020196514890293043,,,,
11.545215,,,,,-0.272360235452652
11.545243,,,,2.7212441994403576,
11.545256,,,0.0,,
11.545258,,0.0,,,
11.549489,0.020644325427589864,,,,
11.549724,,,,,-0.39460450410842896
11.549749,,,,2.708622298650598,
11.549760,,,0.0,,
11.549761,,0.0,,,
11.554831,0.0211378757566088,,,,
11.555079,,,,,-0.4896615147590637
11.555100,,,0.0,,
11.555106,,0.0,,,
11.555111,,,,2.7019214744836475,
11.559861,0.021757859658379244,,,,
11.560125,,,,,-0.5322206616401672
11.560130,,,,2.701650971155764,
11.560150,,,0.0,,
11.560155,,0.0,,,
11.564817,0.022379241719721985,,,,
11.565039,,,,,-0.6984832286834717
11.565044,,,,2.708164382010652,
11.565063,,,0.0,,
11.565068,,0.0,,,
11.569476,0.023065538332635405,,,,
11.569669,,,,,-0.8169701099395752
11.569685,,0.0,,,
11.569687,,,,2.721586900353176,
11.569697,,,0.0,,
11.574508,0.023729064918228644,,,,
11.574755,,,,,-0.9691565632820129
11.574772,,,,2.742154803631729,
11.574785,,,0.0,,
11.574787,,0.0,,,
11.579984,0.024469690017379683,,,,
11.580179,,,,,-1.09254789352417
11.580196,,,0.0,,
11.580197,,0.0,,,
11.580199,,,,2.76961772336402,
11.585086,0.025103455777791286,,,,
11.585568,,0.0,,,
11.585570,,,,,-1.3592671155929565
11.585574,,,,2.802951750430746,
11.585591,,,0.0,,
11.589931,0.025669910141651143,,,,
11.590391,,,,,-1.633984088897705
11.590552,,0.0,,,
11.590565,,,,2.8418043031864726,
11.590602,,,0.0,,
11.595012,0.026246151622517037,,,,
11.595474,,,0.0,,
11.595492,,0.0,,,
11.595499,,,,,-1.9243663549423218
11.595502,,,,2.885421554945464,
11.600056,0.026830582323734926,,,,
11.600609,,,,,-2.134373664855957
11.600637,,0.0,,,
11.600641,,,,2.9331137027073586,
11.600673,,,0.0,,
11.605054,0.027555627930509,,,,
11.605423,,,,,-2.372990846633911
11.605429,,,,2.9855945755870366,
11.605472,,,0.0,,
11.605474,,0.0,,,
11.610029,0.028126875984330994,,,,
11.610361,,,,,-2.5840811729431152
11.610383,,,0.0,,
11.610385,,0.0,,,
11.610387,,,,3.0410731828139492,
11.614539,0.028646392133978203,,,,
11.614805,,,0.0,,
11.614807,,0.0,,,
11.614809,,,,,-2.7867579460144043
11.614811,,,,3.0976803415435827,
11.620042,0.02920285964375026,,,,
11.620365,,,,,-2.9076695442199707
11.620379,,,0.0,,
11.620382,,0.0,,,
11.620385,,,,3.156365228422052,
11.625055,0.029740751604919013,,,,
11.625343,,,,,-3.0554113388061523
11.625345,,,,3.216214786876371,
11.625357,,,0.0,,
11.625359,,0.0,,,
11.630015,0.030186764508480034,,,,
11.630281,,,0.0,,
11.630284,,0.0,,,
11.630286,,,,,-3.232630729675293
11.630289,,,,3.2754864635794716,
11.634630,0.03053490624198064,,,,
