time_s,joint_0_position,tau_box,tau_ass_total,tau_w,tau_meas_0
11.634840,,0.0,,,
11.634842,,,,,-3.328622341156006
11.634844,,,,3.333372661069133,
11.634857,,,0.0,,
11.639564,0.030788772072892445,,,,
11.639801,,,,,-3.5067014694213867
11.639841,,0.0,,,
11.639845,,,,3.3887240165957415,
11.639864,,,0.0,,
11.644653,0.030997097849163893,,,,
11.644869,,,0.0,,
11.644873,,0.0,,,
11.644876,,,,,-3.6624696254730225
11.644880,,,,3.441116663094516,
11.650093,0.031113744304909367,,,,
11.650479,,,,,-3.7946078777313232
11.650483,,,,3.4898336232960987,
11.650506,,,0.0,,
11.650509,,0.0,,,
11.655377,0.03116727384281996,,,,
11.655946,,,,,-3.844674587249756
11.655983,,,,3.534618146403897,
11.656148,,,0.0,,
11.656156,,0.0,,,
11.659955,0.031201229146718468,,,,
11.660234,,,,,-3.85318922996521
11.660265,,,0.0,,
11.660268,,0.0,,,
11.660273,,,,3.575043664154683,
11.665131,0.031162080678694304,,,,
11.665405,,,,,-3.879478931427002
11.665463,,,0.0,,
11.665466,,0.0,,,
11.665469,,,,3.6109962055950935,
11.669891,0.031109949300356002,,,,
11.670156,,,,,-3.741534948348999
11.670226,,,0.0,,
11.670237,,0.0,,,
11.670243,,,,3.6428184452698944,
11.674887,0.030996099163755116,,,,
11.675086,,,,,-3.590470790863037
11.675106,,,0.0,,
11.675108,,0.0,,,
11.675109,,,,3.6699320819166004,
11.679487,0.030844099244538844,,,,
11.679728,,0.0,,,
11.679733,,,,,-3.406907796859741
11.679737,,,,3.6928282177983967,
11.679761,,,0.0,,
11.684499,0.03056806259755213,,,,
11.684694,,,,,-3.2421817779541016
11.684710,,,,3.710463025581485,
11.684724,,,0.0,,
11.684726,,0.0,,,
11.689859,0.030092089131727718,,,,
11.690022,,,0.0,,
11.690024,,0.0,,,
11.690027,,,,,-3.012770414352417
11.690030,,,,3.72195634862372,
11.694870,0.029786890870804637,,,,
11.695087,,,0.0,,
11.695089,,0.0,,,
11.695091,,,,,-2.8406620025634766
11.695093,,,,3.728539147852969,
11.699879,0.029213046234919812,,,,
11.700080,,,,,-2.653201103210449
11.700264,,,0.0,,
11.700269,,0.0,,,
11.700271,,,,3.7284145157120125,
11.704498,0.028569892831665677,,,,
11.704744,,,,,-2.495728015899658
11.704783,,,0.0,,
11.704789,,0.0,,,
11.704793,,,,3.7217764269326405,
11.709905,0.027889588331204935,,,,
11.710182,,,,,-2.391572952270508
11.710208,,,0.0,,
11.710211,,0.0,,,
11.710214,,,,3.707818141323868,
11.715155,0.027170335099801785,,,,
11.715614,,,,,-2.173362970352173
11.715631,,,0.0,,
11.715633,,0.0,,,
11.715635,,,,3.686778441410219,
11.720434,0.026553546991339435,,,,
11.720927,,,0.0,,
11.720930,,0.0,,,
11.720932,,,,,-1.9765287637710571
11.720936,,,,3.659666819409472,
11.725046,0.025682094103638253,,,,
11.725441,,,,,-1.8591053485870361
11.725465,,,0.0,,
11.725469,,0.0,,,
11.725473,,,,3.6257382151726265,
11.730041,0.02515758452694715,,,,
11.730320,,,,,-1.5683140754699707
11.730322,,,,3.5881854709148433,
11.730336,,,0.0,,
11.730338,,0.0,,,
11.735043,0.024616097298306786,,,,
11.735237,,0.0,,,
11.735239,,,,,-1.3213791847229004
11.735240,,,,3.5461549550179283,
11.735254,,,0.0,,
11.739859,0.024073211910094136,,,,
11.740050,,,,,-1.082407832145691
11.740075,,,,3.5004865776877,
11.740087,,,0.0,,
11.740088,,0.0,,,
11.744535,0.023587451327263684,,,,
11.744958,,,,,-0.8268253803253174
11.744960,,,,3.452623717222826,
11.744971,,,0.0,,
11.744973,,0.0,,,
11.749508,0.02298843981907761,,,,
11.749986,,,,,-0.6696121096611023
11.750080,,0.0,,,
11.750087,,,,3.4023429717627836,
11.750236,,,0.0,,
11.754516,0.02254042954469903,,,,
11.754849,,,0.0,,
11.754851,,0.0,,,
11.754852,,,,,-0.5362130403518677
11.754854,,,,3.3506516799251904,
11.759959,0.022186095961663987,,,,
11.760162,,,,,-0.4184607267379761
11.760186,,,0.0,,
11.760190,,0.0,,,
11.760193,,,,3.2991262904153102,
11.764839,0.02181478472667969,,,,
11.765053,,,,,-0.28523820638656616
11.765081,,,0.0,,
11.765085,,0.0,,,
11.765089,,,,3.2481248131452056,
11.769466,0.021608256584144045,,,,
11.769977,,,,,-0.21764050424098969
11.769979,,,,3.1992031561120693,
11.769994,,,0.0,,
11.769996,,0.0,,,
11.775019,0.021423100309356284,,,,
11.775371,,,,,-0.14921995997428894
11.775400,,,0.0,,
11.775403,,0.0,,,
11.775406,,,,3.153017442472479,
11.780133,0.021299662792831114,,,,
11.780793,,,,,-0.12039744853973389
11.780811,,,0.0,,
11.780814,,0.0,,,
11.780817,,,,3.1098415818030896,
11.785274,0.02129646699952302,,,,
11.785610,,,,,-0.017054248601198196
11.785631,,0.0,,,
11.785633,,,,3.0707407947583927,
11.785646,,,0.0,,
11.790044,0.021321234397660756,,,,
11.790609,,0.0,,,
11.790613,,,,,-0.05553337559103966
11.790617,,,,3.0358185289617197,
11.790650,,,0.0,,
11.795046,0.021449665341229825,,,,
11.795309,,,,,-0.016270596534013748
11.795329,,,,3.005377293663296,
11.795346,,0.0,,,
11.795356,,,0.0,,
11.799512,0.021621439231539936,,,,
11.799741,,,,,-0.08975894749164581
11.799758,,0.0,,,
11.799761,,,,2.979732240557145,
11.799773,,,0.0,,
11.804510,0.021984760983253995,,,,
11.804853,,,0.0,,
11.804855,,0.0,,,
11.804857,,,,,-0.03283635154366493
11.804859,,,,2.959524008831439,
11.810039,0.022444755482537933,,,,
11.810285,,,,,-0.03690667822957039
11.810307,,,0.0,,
11.810310,,0.0,,,
11.810312,,,,2.945501998935885,
11.814874,0.022809874867987797,,,,
11.815105,,0.0,,,
11.815107,,,,,-0.14019478857517242
11.815108,,,,2.93614944184819,
11.815119,,,0.0,,
11.820020,0.023333186022188368,,,,
11.820288,,,0.0,,
11.820290,,0.0,,,
11.820292,,,,,-0.23959462344646454
11.820294,,,,2.932828587329452,
11.824854,0.02394657860026087,,,,
11.825044,,,,,-0.36062291264533997
11.825062,,,,2.9357335425367688,
11.825075,,0.0,,,
11.825104,,,0.0,,
11.829686,0.024486667669328936,,,,
11.829891,,,,,-0.5430178642272949
11.829913,,,0.0,,
11.829918,,0.0,,,
11.829922,,,,2.9442858700646237,
11.834972,0.025165374273135633,,,,
11.835333,,,0.0,,
11.835337,,0.0,,,
11.835342,,,,,-0.6994810104370117
11.835347,,,,2.9600842688073024,
11.843963,0.025722840468316466,,,,
11.844439,,,0.0,,
11.844456,,0.0,,,
11.844476,,,,,-1.0886375904083252
11.844524,,,,2.984088156149528,
11.847280,0.02599887711530318,,,,
11.847928,,,,,-1.263340711593628
11.847952,,,0.0,,
11.847956,,0.0,,,
11.847961,,,,3.009146761975434,
11.850995,0.026449483971744587,,,,
11.851234,,,,,-1.5651956796646118
11.851256,,,0.0,,
11.851261,,0.0,,,
11.851268,,,,3.0380950866974876,
11.855009,0.02667438792580178,,,,
11.855252,,,,,-1.789888858795166
11.855308,,,,3.0678987868564946,
11.855331,,0.0,,,
11.855371,,,0.0,,
11.860003,0.027244637294214995,,,,
11.860430,,,0.0,,
11.860432,,0.0,,,
11.860435,,,,,-2.1290881633758545
11.860437,,,,3.102088897915924,
11.864705,0.02839352498847518,,,,
11.864894,,,,,-2.213505744934082
11.864908,,,0.0,,
11.864910,,0.0,,,
11.864912,,,,3.147101572220443,
11.869474,0.028960778300662057,,,,
11.869676,,,,,-2.527264356613159
11.869696,,,0.0,,
11.869698,,0.0,,,
11.869700,,,,3.196097061781736,
11.874831,0.029709792357246842,,,,
11.875008,,,,,-2.666447162628174
11.875035,,,0.0,,
11.875037,,0.0,,,
11.875040,,,,3.2494312562034406,
11.879757,0.03045820720258636,,,,
11.880103,,,,,-2.8558363914489746
11.880149,,,,3.3071607798063836,
11.880164,,0.0,,,
11.880189,,,0.0,,
11.884511,0.030773592054678996,,,,
11.884744,,,,,-3.150390625
11.884794,,0.0,,,
11.884801,,,,3.364003396721615,
11.884821,,,0.0,,
11.889469,0.03134384142309221,,,,
11.889681,,,,,-3.310432195663452
11.889728,,,,3.421937290227417,
11.889751,,,0.0,,
11.889758,,0.0,,,
11.895087,0.0316644194393105,,,,
11.895391,,,,,-3.44716477394104
11.895441,,,,3.47857771827291,
11.895463,,0.0,,,
11.895485,,,0.0,,
11.900136,0.03194365187960531,,,,
11.900519,,,,,-3.4748616218566895
11.900538,,0.0,,,
11.900541,,,,3.5333085345020865,
11.900552,,,0.0,,
11.905087,0.032200513766743454,,,,
11.905618,,,,,-3.5878260135650635
11.905622,,,,3.5856509196297064,
11.905648,,,0.0,,
11.905652,,0.0,,,
11.910267,0.03230377783801127,,,,
11.910354,,,,,-3.7424144744873047
11.910373,,,,3.634429785838426,
11.910390,,0.0,,,
11.910409,,,0.0,,
11.914675,0.032379078717833264,,,,
11.915005,,,,,-3.728490114212036
11.915020,,0.0,,,
11.915021,,,,3.6792397027158796,
11.915032,,,0.0,,
11.920013,0.032366095807519125,,,,
11.920322,,,,,-3.7094619274139404
11.920489,,,0.0,,
11.920491,,0.0,,,
11.920493,,,,3.7195808450016346,
11.925004,0.032355310005104304,,,,
11.925174,,,,,-3.677884340286255
11.925197,,0.0,,,
11.925199,,,,3.7556113279545436,
11.925209,,,0.0,,
11.929516,0.032250048563018927,,,,
11.929711,,,,,-3.5548818111419678
11.929776,,0.0,,,
11.929780,,,,3.7869626359165083,
11.929809,,,0.0,,
11.934845,0.032171551889888836,,,,
11.935060,,,,,-3.414243221282959
11.935085,,0.0,,,
11.935088,,,,3.8140926650185167,
11.935104,,,0.0,,
11.939882,0.031983199821792985,,,,
11.940142,,,0.0,,
11.940145,,0.0,,,
11.940147,,,,,-3.2032320499420166
11.940149,,,,3.8365091865030445,
11.944488,0.031662821542656455,,,,
11.944740,,,,,-3.0764992237091064
11.944743,,,,3.853641812588333,
11.944760,,,0.0,,
11.944763,,0.0,,,
11.949832,0.031207221259171147,,,,
11.950105,,,0.0,,
11.950109,,0.0,,,
11.950112,,,,,-2.99971342086792
11.950116,,,,3.8649797155432237,
11.954576,0.03071966304260489,,,,
11.954689,,,,,-2.7544164657592773
11.954763,,,0.0,,
11.954767,,0.0,,,
11.954771,,,,3.869810890433198,
11.960407,0.030132635759324174,,,,
11.961093,,,0.0,,
11.961098,,0.0,,,
11.961103,,,,,-2.6195998191833496
11.961108,,,,3.8673810001373528,
11.965916,0.029541613734408338,,,,
11.966229,,,,,-2.4356932640075684
11.966345,,,0.0,,
11.966354,,0.0,,,
11.966358,,,,3.858238303660315,
11.969641,0.02905165867286101,,,,
11.969841,,,,,-2.2110891342163086
11.969876,,,0.0,,
11.969881,,0.0,,,
11.969885,,,,3.8439041263058744,
11.974675,0.028284069067672925,,,,
11.975041,,,,,-2.092480182647705
11.975055,,,,3.8225390040139513,
11.975066,,,0.0,,
11.975068,,0.0,,,
11.979662,0.027396038002186,,,,
11.979925,,,,,-1.946205973625183
11.979936,,,0.0,,
11.979938,,0.0,,,
11.979939,,,,3.7935064547749917,
11.984526,0.02683737338451463,,,,
11.984787,,,,,-1.7013211250305176
11.984812,,,,3.7589932625287097,
11.984827,,,0.0,,
11.984830,,0.0,,,
11.989519,0.025946346262801366,,,,
11.989776,,,,,-1.6254651546478271
11.989989,,,0.0,,
11.989994,,0.0,,,
11.989998,,,,3.71804640679055,
11.994513,0.025274430719774376,,,,
11.994820,,,0.0,,
11.994823,,0.0,,,
11.994827,,,,,-1.3934804201126099
11.994831,,,,3.6730584846829966,
12.000143,0.024846993364816657,,,,
12.000635,,,0.0,,
12.000637,,0.0,,,
12.000639,,,,,-1.1665503978729248
12.000642,,,,3.6254160162754,
12.005415,0.02428073873803856,,,,
12.005912,,,0.0,,
12.005919,,0.0,,,
12.005924,,,,,-0.947388231754303
12.005931,,,,3.574399230555309,
12.009999,0.02391202408511709,,,,
12.010641,,,,,-0.7161463499069214
12.010709,,,0.0,,
12.010714,,0.0,,,
12.010725,,,,3.522965226231837,
12.014697,0.023466210918637823,,,,
12.015100,,,,,-0.5364664793014526
12.015117,,,,3.4706725593882037,
12.015128,,,0.0,,
12.015130,,0.0,,,
12.020328,0.02298923876740463,,,,
12.020513,,,,,-0.3667527735233307
12.020546,,,0.0,,
12.020551,,0.0,,,
12.020553,,,,3.417769736043551,
12.024944,0.022709207378782802,,,,
12.025354,,,,,-0.20712552964687347
12.025387,,,0.0,,
12.025389,,0.0,,,
12.025391,,,,3.36614924249017,
12.029503,0.022456140496198023,,,,
12.029748,,,,,-0.08113320171833038
12.029752,,,,3.316289571086616,
12.029773,,,0.0,,
12.029777,,0.0,,,
12.034528,0.022311730586088475,,,,
12.034886,,,0.0,,
12.034891,,0.0,,,
12.034895,,,,,0.09326779097318649
12.034899,,,,3.269262186283584,
12.040412,0.02225999868191369,,,,
12.040916,,,,,0.19141092896461487
12.040941,,0.0,,,
12.040944,,,,3.2260074798007197,
12.041146,,,0.0,,
12.045344,0.0222839671317244,,,,
12.045716,,0.0,,,
12.045722,,,,,0.23755033314228058
12.045725,,,,3.186934116411238,
12.045740,,,0.0,,
12.049999,0.02226818790226568,,,,
12.050416,,,0.0,,
12.050420,,0.0,,,
12.050423,,,,,0.2273763120174408
12.050427,,,,3.152031470896336,
12.054916,0.022461333660323674,,,,
12.055133,,,,,0.23501263558864594
12.055158,,0.0,,,
12.055161,,,,3.1220178370679545,
12.055177,,,0.0,,
12.059530,0.022691830252670034,,,,
12.059772,,,,,0.19393369555473328
12.059794,,,,3.0973025356801935,
12.059811,,,0.0,,
12.059813,,0.0,,,
12.064678,0.023110479176030492,,,,
12.064921,,,,,0.19738231599330902
12.064942,,,,3.0783321656907936,
12.064958,,,0.0,,
12.064961,,0.0,,,
12.069454,0.023549501281730053,,,,
12.069764,,,,,0.08887417614459991
12.069769,,,,3.0653812528123137,
12.069795,,,0.0,,
12.069801,,0.0,,,
12.074618,0.024070016116786042,,,,
12.074860,,,,,0.004684041254222393
12.074891,,,0.0,,
12.074894,,0.0,,,
12.074898,,,,3.0583158944445645,
12.079958,0.024751718776819073,,,,
12.080289,,,,,-0.10093021392822266
12.080465,,,,3.058921642574985,
12.080502,,0.0,,,
12.080523,,,0.0,,
12.085270,0.02519393667582673,,,,
12.085808,,,0.0,,
12.085811,,0.0,,,
12.085813,,,,,-0.35375094413757324
12.085817,,,,3.064990788130476,
12.089988,0.025730829951586705,,,,
12.090243,,,,,-0.6185315251350403
12.090289,,,0.0,,
12.090291,,0.0,,,
12.090293,,,,3.077518484396451,
12.094513,0.026321851976502542,,,,
12.094863,,,,,-0.9253665208816528
12.094904,,,,3.096731762168122,
12.094931,,0.0,,,
12.094947,,,0.0,,
12.099890,0.026959013267304,,,,
12.100139,,,0.0,,
12.100143,,0.0,,,
12.100146,,,,,-1.1629294157028198
12.100150,,,,3.1228929421269753,
12.104529,0.02778892084199994,,,,
12.104707,,,,,-1.4158282279968262
12.104729,,,0.0,,
12.104730,,0.0,,,
12.104732,,,,3.1569861086831956,
12.109883,0.028433272667744612,,,,
12.110078,,,,,-1.6992731094360352
12.110107,,,,3.197339935621713,
12.110149,,,0.0,,
12.110156,,0.0,,,
12.114540,0.0293169095174329,,,,
12.114860,,,,,-1.8925797939300537
12.114907,,,,3.2441720773584297,
12.114923,,0.0,,,
12.114944,,,0.0,,
12.120078,0.030042154861288733,,,,
12.120381,,,,,-2.172027826309204
12.120392,,0.0,,,
12.120394,,,,3.2966881633114737,
12.120405,,,0.0,,
12.126225,0.030865670849368483,,,,
12.126854,,,,,-2.3402974605560303
12.126858,,,,3.3549994605806917,
12.126922,,,0.0,,
12.126929,,0.0,,,
12.131169,0.03151082162344018,,,,
12.131739,,,0.0,,
12.131741,,0.0,,,
12.131744,,,,,-2.675846815109253
12.131747,,,,3.415736007160004,
12.134905,0.03210883444621747,,,,
12.135154,,,,,-2.75750470161438
12.135211,,,0.0,,
12.135216,,0.0,,,
12.135218,,,,3.477830171787689,
12.139534,0.03256503394094804,,,,
12.139771,,,,,-3.068646192550659
12.139849,,0.0,,,
12.139854,,,,3.5398317253884746,
12.139872,,,0.0,,
12.144534,0.03304000872136368,,,,
12.144864,,,,,-3.2618157863616943
12.144957,,0.0,,,
12.144960,,,,3.6021685941558674,
12.144977,,,0.0,,
12.149494,0.03373649192544666,,,,
12.149787,,,,,-3.4351553916931152
12.149792,,,,3.6670093768182266,
12.149815,,,0.0,,
12.149821,,0.0,,,
12.154653,0.03411000026833026,,,,
12.154941,,,0.0,,
12.154946,,0.0,,,
12.154951,,,,,-3.5734963417053223
12.154956,,,,3.7306979901109694,
12.159977,0.034554615012319,,,,
12.160242,,,,,-3.6378352642059326
12.160248,,,,3.793891933817715,
12.160275,,,0.0,,
12.160278,,0.0,,,
12.164844,0.034997631859653676,,,,
12.165035,,,,,-3.752549648284912
12.165048,,0.0,,,
12.165050,,,,3.8553402349451162,
12.165072,,,0.0,,
12.169912,0.0352001652605542,,,,
12.170169,,0.0,,,
12.170171,,,,,-3.7672672271728516
12.170174,,,,3.9135929536275604,
12.170189,,,0.0,,
12.174577,0.03534916912354413,,,,
12.174891,,,0.0,,
12.174894,,0.0,,,
12.174897,,,,,-3.878490924835205
12.174901,,,,3.967820707429173,
12.179925,0.0353815265307886,,,,
12.180131,,,,,-3.9669601917266846
12.180135,,,,4.017172422165254,
12.180159,,,0.0,,
12.180163,,0.0,,,
12.185094,0.03538552127242371,,,,
12.185612,,,,,-3.9148006439208984
12.185615,,,,4.061363949739841,
12.185632,,,0.0,,
12.185634,,0.0,,,
12.189939,0.035323802514161125,,,,
12.190414,,,0.0,,
12.190419,,0.0,,,
12.190423,,,,,-3.850883960723877
12.190427,,,,4.100622601374583,
12.194900,0.035234120564452714,,,,
12.195399,,,0.0,,
12.195402,,0.0,,,
12.195404,,,,,-3.7074503898620605
12.195406,,,,4.134790995198072,
12.200251,0.03511607594913495,,,,
12.200327,,,,,-3.52449107170105
12.200374,,,0.0,,
12.200378,,0.0,,,
12.200383,,,,4.164078091282632,
12.204686,0.034842436147129306,,,,
12.204934,,,,,-3.318235397338867
12.204938,,,,4.187591141262941,
12.204961,,,0.0,,
12.204965,,0.0,,,
12.209637,0.0344303785474668,,,,
12.209921,,,,,-3.1988258361816406
12.210040,,,0.0,,
12.210044,,0.0,,,
12.210049,,,,4.205041227364599,
12.214970,0.033921648200234404,,,,
12.215399,,,0.0,,
12.215417,,0.0,,,
12.215434,,,,,-2.9759271144866943
12.215450,,,,4.215428024904244,
12.219673,0.033291277970212654,,,,
12.219969,,,0.0,,
12.219971,,0.0,,,
12.219973,,,,,-2.846301555633545
12.219975,,,,4.218604123684795,
12.224971,0.032589601602004026,,,,
12.225281,,,,,-2.7095773220062256
12.225362,,,,4.213511145373447,
12.225375,,,0.0,,
12.225376,,0.0,,,
12.229528,0.03194944425497623,,,,
12.229786,,,0.0,,
12.229791,,0.0,,,
12.229794,,,,,-2.4191975593566895
12.229798,,,,4.201079381412199,
12.234901,0.03125036446883043,,,,
12.235085,,,,,-2.183183431625366
12.235087,,,,4.1811194815384445,
12.235098,,,0.0,,
12.235099,,0.0,,,
12.239451,0.030360935243771217,,,,
12.239787,,,0.0,,
12.239790,,0.0,,,
12.239794,,,,,-1.9816243648529053
12.239798,,,,4.153046055375292,
12.245238,0.029663053880115954,,,,
12.245551,,,,,-1.7662136554718018
12.245579,,,0.0,,
12.245585,,0.0,,,
12.245590,,,,4.117967912437659,
12.250270,0.028853120013595603,,,,
12.250536,,,,,-1.5341136455535889
12.250566,,0.0,,,
12.250571,,,,4.076275072807254,
12.250590,,,0.0,,
12.255007,0.027974276853869454,,,,
12.255233,,,,,-1.400787353515625
12.255238,,,,4.029058843655693,
12.255256,,,0.0,,
12.255261,,0.0,,,
12.259954,0.027240842289661633,,,,
12.260244,,,,,-1.2252861261367798
12.260273,,,0.0,,
12.260278,,0.0,,,
12.260283,,,,3.977312760095596,
12.264894,0.026470855839492474,,,,
12.265160,,,,,-1.0933997631072998
12.265191,,0.0,,,
12.265195,,,,3.9209636564550596,
12.265213,,,0.0,,
12.269951,0.02572264073123471,,,,
12.270418,,,,,-0.9825456142425537
12.270435,,,0.0,,
12.270436,,0.0,,,
12.270438,,,,3.861504557693903,
12.274634,0.025158982686519442,,,,
12.274908,,,,,-0.7873671054840088
12.274912,,,,3.8007206911233866,
12.274930,,,0.0,,
12.274935,,0.0,,,
12.279832,0.024753316673473122,,,,
12.280019,,,,,-0.61801677942276
12.280051,,0.0,,,
12.280055,,,,3.739863167412682,
12.280074,,,0.0,,
12.284498,0.0243694220023382,,,,
12.284700,,,,,-0.42998895049095154
12.284734,,0.0,,,
12.284739,,,,3.6792634305810443,
12.284757,,,0.0,,
12.290178,0.02411036300730074,,,,
12.290415,,,,,-0.2383597195148468
12.290455,,,0.0,,
12.290459,,0.0,,,
12.290464,,,,3.6204912114985004,
12.295033,0.023833527411987004,,,,
12.295409,,,0.0,,
12.295425,,0.0,,,
12.295466,,,,,-0.11986539512872696
12.295476,,,,3.5639401891408338,
12.299620,0.023684124074833557,,,,
12.299829,,,,,0.05172242596745491
12.299863,,0.0,,,
12.299865,,,,3.5108400758153047,
12.299875,,,0.0,,
12.304588,0.023600234500496062,,,,
12.305144,,,,,0.1506807953119278
12.305146,,,,3.461718702174524,
12.305163,,,0.0,,
12.305165,,0.0,,,
12.310444,0.02360622661294874,,,,
12.310783,,,,,0.24536295235157013
12.310808,,,,3.417406846384767,
12.310831,,,0.0,,
12.310834,,0.0,,,
12.315215,0.023602431608395376,,,,
12.315598,,,,,0.22131726145744324
12.315638,,0.0,,,
12.315647,,,,3.377596454136307,
12.315663,,,0.0,,
12.320029,0.023659156939614064,,,,
12.320469,,,,,0.16339051723480225
12.320471,,,,3.342394990325599,
12.320489,,,0.0,,
12.320491,,0.0,,,
12.324884,0.02387507272499224,,,,
12.325186,,,,,0.15800826251506805
12.325213,,,,3.312750621576471,
12.325228,,,0.0,,
12.325230,,0.0,,,
12.330051,0.024281138212202073,,,,
12.330286,,,,,0.1372920274734497
12.330315,,,,3.2896024879621297,
12.330338,,0.0,,,
12.330351,,,0.0,,
12.334521,0.02474492771603937,,,,
12.334830,,,,,0.07092607021331787
12.334845,,,0.0,,
12.334848,,0.0,,,
12.334850,,,,3.2725924272630533,
12.339509,0.025251860429535956,,,,
12.339747,,,,,-0.048785340040922165
12.339749,,,,3.262706164169732,
12.339767,,,0.0,,
12.339769,,0.0,,,
12.344503,0.025748007340617718,,,,
12.344745,,0.0,,,
12.344747,,,,,-0.2727375328540802
12.344750,,,,3.258710390084812,
12.344765,,,0.0,,
12.349450,0.026247749519171085,,,,
12.349680,,,,,-0.5004178881645203
12.349709,,,,3.2614099374116714,
